id,number,name,description,travel_time
56887,822,Запоріжжя Харків,"цілий рік щоденно, крім середи та 17,18,19,20/12/2017",5:21
56985,100,Запоріжжя Мінськ,12-24/12/2017 по парних,22:20
56934,100,Запоріжжя Мінськ,"10/12/2017-30/05/2018 (крім 12-24/12/2017), 1/06, 24/09-10/12/2018 по парних, при двох непарних 30,1,4",22:20
2164,608,Запоріжжя-1 Бердянськ,цілий рік щоденно,5:00
54331,92  безпересадковий вагон,Кременчугк Новоолексіївка,"10-30/12/2017, 2/02-30/03, 2/06, 20/09-30/10/2018 по парних;  1-31/01, 1/04-31/05, 1/11-7/12/2018 по непарних",16:04
56933,100,Мінськ Запоріжжя,"10/12/2017-30/05/2018, 22/09-8/12/2018 по парних, при двох непарних 28,30,2",22:10
56794,96,Маріуполь Бахмут,"цілий рік по парних, при двох непарних 28,30,2",18:17
54757,"82   (""ХАРКІВ"")",Новоолексіївка Харків,з 11/12/2017 щоденно;  відмінено 1/01/2018,8:01
54405,82  безпересадковий вагон,Новоолексіївка Кременчугк,"25-31/12/2017, 1/02-31/03, 1,3/06, 21/09-31/10/2018 по непарних;  2-30/01, 2/04-30/05, 2/11-8/12/2018 по парних",16:35
57003,82  безпересадковий вагон,Новоолексіївка Кременчугк,11-23/12/2017 по непарних,16:35
57002,82  безпересадковий вагон,Новоолексіївка Полтава,12-24/12/2017 по парних,14:09
54409,82  безпересадковий вагон,Новоолексіївка Полтава,"26-30/12/2017, 2/02-30/03, 2/06, 22/09-30/10/2018 по парних;  3-31/01, 1/04-31/05, 1/11-7/12/2018 по непарних",14:09
54444,92  безпересадковий вагон,Полтава Новоолексіївка,"11-29/12/2017, 1/02-31/03, 1/06, 21/09-31/10/2018 по непарних;  2-30/01, 2/04-30/05, 2/11-6/12/2018 по парних",13:45
57045,821,Харків Запоріжжя,"17,18,19,20/12/2017",4:46
56870,819,Харків Запоріжжя,"цілий рік щоденно, крім вівторка",4:42
56871,821,Харків Запоріжжя,"цілий рік щоденно, крім середи та 17,18,19,20/12/2017",4:46
54756,"81   (""ХАРКІВ"")",Харків Новоолексіївка,цілий рік щоденно;  відмінено 31/12/2017,7:55
56872,816,Борщагівка Тех. Шостка,"з 10/12/2017 по  неділях та п""ятницях;  додатково 25/12/2017;  відмінено 24/12/2017",5:57
56923,816,Борщагівка Тех. Конотоп,"з 11/12/2017 щоденно, крім  п`ятниць та неділь;  додатково 24/12/2017;  відмінено 25/12/2017",4:29
54220,"380  безпересадковий вагон (""БУКОВИНА"")",Бухарест Київ,10/12/2017 - 2/12/2018 по неділях,25:51
86,12101,Варшава Київ,10/12/2017 - 08/12/2018 щоденно,16:27
56921,817,Ворожба Фастів,цілий рік щоденно,6:56
56892,828,Жмеринка Київ,цілий рік щоденно,5:34
57119,"294   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Жмеринка Київ,22/12/2017,4:11
56873,813,Зернове Борщагівка Тех.,цілий рік щоденно,6:08
57115,"770   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Кам'янець-Подільський Київ,з 16/12/2017 щоденно,7:35
2111,140,Кам'янець-Подільський Київ,"цілий рік по парних, при двох непарних 30,2,4",9:04
54292,"117  безпересадковий вагон (""БУКОВИНА"")",Київ Бухарест,"8/12/2017 - 30/11/2018 по п""ятницях",26:42
206,"86   (""БЕЛЫЙ АИСТ"")",Київ Мінськ,"цілий рік щоденно;  будьте уважні, двері в вагони зачиняються о 21:06, потім митний і паспортний контроль!",10:07
324,"6   (""УКРАЇНА"")",Київ Москва,цілий рік щоденно,13:28
56891,855,Київ Рівне,цілий рік щоденно,7:59
56899,847,Київ Рівне,цілий рік щоденно,7:10
238,"54   (""ЛИБІДЬ"")",Київ С.петербург,"цілий рік по непарних, при двох непарних 27,29,1",22:36
57037,"796   (ІНТЕРСІТІ""СТОЛИЧНИЙ ЕКСПРЕС"")",Київ Суми,"23,25,30/12/2017, 8/01/2018",4:55
194,"780   (ІНТЕРСІТІ""СТОЛИЧНИЙ ЕКСПРЕС"")",Київ Суми,цілий рік щоденно,4:24
36846,724   (ІНТЕРСІТІ+),Київ Харків,з 10/12/2017 щоденно,4:40
36850,722   (ІНТЕРСІТІ+),Київ Харків,з 10/12/2017 щоденно,4:43
57097,164,Київ Харків,"30/12/2017, 8/01/2018",7:42
56976,"64   (""ОБЕРІГ"")",Київ Харків,11-24/12/2017 щоденно,8:13
2386,726   (ІНТЕРСІТІ+),Київ Харків,з 10/12/2017 щоденно,4:41
1324,"64   (""ОБЕРІГ"")",Київ Харків,"10/12, з 25/12/2017 щоденно;  відмінено 1/01/2018",8:03
53280,"771   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Київ Хмельницький,цілий рік щоденно,5:29
57117,"291   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Київ Хмельницький,14/01/2018,5:10
57093,159,Київ Хмельницький,"29/12/2017, 9/01/2018",6:02
56828,"117   (""БУКОВИНА"")",Київ Чернівці,цілий рік щоденно,11:25
56917,841,Київ Шепетівка,цілий рік по суботах та неділях;  додатково 25/12/2017;  відмінено 24/12/2017,5:35
56918,819,Київ Шепетівка,з 15/12/2017 по  п'ятницях,5:18
56861,827,Київ Жмеринка,цілий рік щоденно,5:01
49210,"769   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Київ Кам'янець-Подільсь,цілий рік щоденно,8:05
53942,126,Київ Костянтинівка,цілий рік щоденно,12:09
143,"776   (""СТОЛИЧНИЙ ЕКСПРЕС"")",Київ Харків,цілий рік щоденно,8:04
57111,"769   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Київ Могилів-Подільський,"з 15/12/2017 по  п'ятницях, неділях та середах;  відмінено 31/12/2017",6:59
56911,880,Київ Славутич,з 10/12/2017/2017 по неділях;  додатково 25/12/2017;  відмінено 24/12/2017,4:36
149,"784   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Київ Шостка,цілий рік щоденно,4:14
53539,"778   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Київ Шостка,цілий рік щоденно,4:15
57118,"293   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Київ Жмеринка,15/01/2018,4:25
1403,712   (ІНТЕРСІТІ+),Київ Костянтинівка,цілий рік щоденно;  відмінено 1/01/2018,6:24
56653,720   (ІНТЕРСІТІ+),Київ Харків,"з 10/12/2017 щоденно, крім вівторків;  відмінено 31/12/2017",5:00
56920,823,Київ Шепетівка,з 15/12/2017 по п'ятницях,5:08
85,67,Київ Варшава,09/12/2017 - 07/12/2018 щоденно,17:32
56814,177,Київ Хмельницький,"10,17,23,25,30,31/12/2017, 8,14,21,28/01/2018",6:56
56865,846,Київ Неданчичі,цілий рік щоденно,4:32
57113,212,Київ Черкаси,"26/12/2017, 6/01/2018",4:45
56835,"782   (""СТОЛИЧНИЙ ЕКСПРЕС"")",Київ Черкаси,цілий рік щоденно;  відмінено 31/12/2017,3:24
53449,139,Київ Кам'янець-Подільський,"цілий рік по непарних, при двох непарних 29,1,3",8:27
1701,124,Київ Костянтинівка,"10/12, з 25/12/2017 щоденно",14:37
57000,124,Київ Костянтинівка,11-24/12/2017 щоденно,14:37
197,47,Кишинеу Москва,"11/12/2017-23/01/2018 та з 1/04/2018 щоденно;  25/01-31/03/2018 по четвергах, суботах, неділях, вівторках",28:48
332,341,Кишинеу Москва,цілий рік щоденно,31:44
240,66,Кишинеу Москва,"цілий рік по непарних, при двох непарних 29,31,3,5",28:55
56858,815,Конотоп Борщагівка Тех.,"з 10/12/2017 щоденно, крім  понеділків та субот;  додатково 25/12/2017;  відмінено 26/12/2017",4:38
56901,836,Коростень Київ,10/12/2017-3/06/2018 та з 2/09/2018 по неділях;  додатково 25/12/2017;  відмінено 24/12/2017,2:22
1312,126,Костянтинівка Київ,цілий рік щоденно,12:08
53136,712   (ІНТЕРСІТІ+),Костянтинівка Київ,цілий рік щоденно;  відмінено 1/01/2018,6:30
56977,124,Костянтинівка Київ,11-24/12/2017 щоденно,14:43
1610,124,Костянтинівка Київ,"10/12, з 25/12/2017 щоденно",14:43
329,"86   (""БЕЛЫЙ АИСТ"")",Мінськ Київ,цілий рік щоденно,10:12
57112,"758   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Могилів-Подільський Київ,"з 16/12/2017 по  суботах, понеділках та четвергах;  відмінено 1/01/2018",6:23
267,"5   (""УКРАЇНА"")",Москва Київ,цілий рік щоденно,12:01
54155,47,Москва Кишинеу,"11/12/2017-24/01/2018 та з 2/04/2018 щоденно;  26/01-1/04/2018 по п'ятницях, неділях, понеділках, середах",28:50
56818,65,Москва Кишинеу,"цілий рік по парних, при двох непарних 28,30,2,4",27:06
57090,341,Москва Кишинеу,з 13/12/2017 щоденно,32:45
56678,55,"Москва Жмеринка, Хмельницький","цілий рік по непарних, при двох непарних 29,31,3",19:39
56935,844,Неданчичі Борщагівка Тех.,з 10/12/2017 по неділях;  додатково 25/12/2017;  відмінено 24/12/2017,5:01
56907,844,Неданчичі Фастів,"з 11/12/2017 щоденно, крім неділь;  додатково 24/12/2017;  відмінено 25/12/2017",5:49
56916,848,Рівне Київ,цілий рік щоденно,6:49
54635,"53   (""ЛИБІДЬ"")",С.петербург Київ,"цілий рік по парних, при двох непарних 28,30,2",21:47
56925,882,Славутич Фастів,з 10/12/2017/2017 по неділях;  додатково 25/12/2017;  відмінено 24/12/2017,5:58
380,"779   (ІНТЕРСІТІ""СТОЛИЧНИЙ ЕКСПРЕС"")",Суми Київ,цілий рік щоденно,4:24
57036,"795   (ІНТЕРСІТІ""СТОЛИЧНИЙ ЕКСПРЕС"")",Суми Київ,"23,25,30/12/2017, 8/01/2018",4:43
57124,830,Фастів Шостка,з 2/01/2018 щоденно,6:00
56895,830,Фастів Шостка,до 1/01/2018 щоденно,6:00
56924,818,Фастів Ворожба,цілий рік щоденно,6:34
56869,814,Фастів Зернове,цілий рік щоденно,7:03
49123,721   (ІНТЕРСІТІ+),Харків Київ,"10/12, з 25/12/2017 щоденно",4:43
348,"775   (""СТОЛИЧНИЙ ЕКСПРЕС"")",Харків Київ,"10/12, з 25/12/2017 щоденно",8:24
1323,"63   (""ОБЕРІГ"")",Харків Київ,"10/12, з 25/12/2017 щоденно;  відмінено 31/12/2017",8:16
56982,723   (ІНТЕРСІТІ+),Харків Київ,11-24/12/2017 щоденно,4:44
56996,"63   (""ОБЕРІГ"")",Харків Київ,11-24/12/2017 щоденно,8:16
56998,725   (ІНТЕРСІТІ+),Харків Київ,12-25/12/2017 щоденно,4:43
56995,"775   (""СТОЛИЧНИЙ ЕКСПРЕС"")",Харків Київ,11-24/12/2017 щоденно,8:27
56989,721   (ІНТЕРСІТІ+),Харків Київ,11-24/12/2017 щоденно,4:46
49127,725   (ІНТЕРСІТІ+),Харків Київ,"з 10/12/2017 щоденно, крім  12-25/12/2017",4:40
57098,163,Харків Київ,"30/12/2017, 8/01/2018",8:07
49125,723   (ІНТЕРСІТІ+),Харків Київ,"10/12, з 25/12/2017 щоденно",4:41
56703,719   (ІНТЕРСІТІ+),Харків Київ,"з 10/12/2017 щоденно, крім середи та 12-25/12/2017 ;  відмінено 1/01/2018",5:16
56997,719   (ІНТЕРСІТІ+),Харків Київ,"12-25/12/2017 щоденно, крім середи",5:19
57094,160,Хмельницький Київ,"29/12/2017, 9/01/2018",5:40
54482,772  безпересадковий вагон,Хмельницький Шостка,цілий рік щоденно,10:47
57116,"292   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Хмельницький Київ,22/12/2017,5:20
53446,"772   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Хмельницький Київ,цілий рік щоденно,5:14
54627,177,Хмельницький Київ,"10,17,23,25,30,31/12/2017, 8,14,21,28/01/2018",6:39
56547,56,"Хмельницький, Жмеринка Москва","цілий рік по парних, при двох непарних 28,30,2",19:53
57114,211,Черкаси Київ,"24/12/2017, 4/01/2018",4:05
320,"781   (""СТОЛИЧНИЙ ЕКСПРЕС"")",Черкаси Київ,цілий рік щоденно;  відмінено 1/01/20218,3:24
56829,"118   (""БУКОВИНА"")",Чернівці Київ,цілий рік щоденно,12:20
56898,860,Шепетівка Київ,цілий рік щоденно,6:03
56889,842,Шепетівка Київ,цілий рік по суботах та неділях;  додатково 25/12/2017;  відмінено 24/12/2017,5:12
56868,816,Шостка Борщагівка Тех.,з 11/12/2017 по понеділках та суботах;  додатково 26/12/2017;  відмінено 25/12/2017,6:06
56875,830,Шостка Київ,цілий рік щоденно,4:41
213,"784   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Шостка Київ,цілий рік щоденно,4:23
368,"778   (""ПОДІЛЬСЬКИЙ ЕКСПРЕС"")",Шостка Київ,цілий рік щоденно,3:58
54497,778  безпересадковий вагон,Шостка Хмельницький,цілий рік щоденно,10:29
154,53,С.петербург Харків,"з 24/12/2017 по парних, при двох непарних 28,30,2",29:05
56973,53,С.петербург Харків,10-22/12/2017 по парних,29:24
421,143,Харків С.петербург,"11/12,  з 27/12/2017 по непарних, при двох непарних 27,29,1",29:07
56978,143,Харків С.петербург,13-25/12/2017 по непарних,29:07
54185,61,Кишинеу С.петербург,"цілий рік по непарних, при двох непарних 27,1,3",36:30
54184,61,С.петербург Кишинеу,"цілий рік по непарних, при двох непарних 29,3,5",36:06
56926,890,Вінниця Коростень,"цілий рік щоденно, крім понеділків",3:52
56915,887,Коростень Вінниця,"цілий рік щоденно, крім понеділків",3:49
56876,879,Коростень Козятин,10/12/2017-3/06/2018 та з 2/09/2018 по неділях;  додатково 25/12/2017;  відмінено 24/12/2017,3:05
17,369,Баку Харків,"з 12/12/2017 по вівторках та суботах;  відмінено 30/12/2017, 2/01/2018",49:39
56937,788,Костянтинівка Харків,"з 11/12/2017 по понеділках, п'ятницях, суботах;  додатково 26,31/12/2017, 2,9/01/2018;  відмінено 1/01/2018",4:50
54332,92  безпересадковий вагон,Кременчук Москва,"10-30/12/2017, 2-30/02/03/06/07/09/10/2018 по парних;  1-31/01/04/05/08, 1/11-7/12/2018 по непарних ;  будьте уважні, двері по ст.харків зачиняються о 20:45, потім митний і паспортний контроль!",17:36
305,92,"Кременчук,полтава Харків",цілий рік щоденно,4:35
52668,610,Лисичанськ Харків,цілий рік щоденно,8:03
56979,19  безпересадковий вагон,Москва Суми,11-24/12/2017 щоденно,16:40
54388,19  безпересадковий вагон,Москва Суми,"10/12, з 25/12/2017 щоденно;  відмінено 1/01/2018",16:40
414,19,Москва Харків,цілий рік щоденно;  відмінено 1/01/2018,11:06
57004,19  безпересадковий вагон,Москва Кременчук,11-23/12/2017 по непарних,17:44
54383,19  безпересадковий вагон,Москва Кременчук,"25-31/12/2017, 1-31/02/03/06/07/09/10/2018 по непарних;  2-30/01/04/05/08/2018, 2/11-8/12/2018 по парних",17:44
55254,19  безпересадковий вагон,Москва Полтава,"26-30/12/2017, 2-30/02/03/06/07/09/10/2018 по парних;  3-31/01, 1-31/04/05/08/2018, 1/11-9/12/2018 по непарних",15:18
57005,19  безпересадковий вагон,Москва Полтава,12-24/12/2017 по парних,15:18
55255,92  безпересадковий вагон,Полтава Москва,"11-29/12/2017, 1-31/02/03/06/07/09/10/2018 по непарних;  2-30/01/04/05/08, 2/11-8/12/2018 по парних будьте уважні, двері в вагони  по ст.харків зачиняються о 20:45, потім митний і паспортний контроль!",15:17
54459,118  безпересадковий вагон,Суми Москва,"цілий рік щоденно (крім 14,18,21,24/12/2018);  відмінено 31/12/2017;   будьте уважні, двері в вагони по ст.харків зачиняються о 20:45, потім митний і паспортний контроль!",16:37
57022,118  безпересадковий вагон,Суми Москва,"14,18,21,24/12/2018;   будьте уважні, двері в вагони по ст.харків зачиняються о 20:45, потім митний і паспортний контроль!",16:37
57021,118,Суми Харків,"14,18,21,24/12/2018",3:28
56792,118,Суми Харків,"цілий рік щоденно (крім 14,18,21,24/12/2018);  відмінено 31/12/2017",3:25
308,369,Харків Баку,"з 14/12/2017 по четвергах та понеділках;  відмінено 1,4/01/2018",50:34
260,20,Харків Москва,"цілий рік щоденно;  відмінено 31/12/2017;  будьте уважні, двері в вагони зачиняються о 20:45, потім митний і паспортний контроль!",11:36
56791,117,Харків Суми,"10,11/12, з 26/12/2017 щоденно;  відмінено 2/01/2018",3:22
56980,117,Харків Суми,12-25/12/2017 щоденно,3:22
94,609,Харків Лисичанськ,цілий рік щоденно,7:58
57001,91,"Харків Полтава, Кременчук",12-25/12/2017 щоденно,4:38
261,91,"Харків Полтава, Кременчук","цілий рік щоденно, крім 12-25/12/2017",4:35
56936,787,Харків Костянтинівка,"з 10/12/2017 по неділях, четвергах, п'ятницях;  додатково 25,30/12/2017, 1,8/01/2018;  відмінено 31/12/2017",4:27
57039,328,Зернове Суми,"11-26/12/2017 по понеділках, вівторках, четвергах;    з 29/12/2017 по п'ятницях, неділях, вівторках",5:58
56941,329,Суми Шостка,"11-27/12/2017 по середах, п'ятницях,  суботах, неділях;    з 28/12/2017 по четвергах, суботах, понеділках, середах",4:28
57040,327,Суми Зернове,"11-26/12/2017 по понеділках, вівторках, четвергах;    з 29/12/2017 по п'ятницях, неділях, вівторках",5:34
56942,330,Шостка Суми,"11-27/12/2017 по середах, п'ятницях,  суботах, неділях;    з 28/12/2017 по четвергах, суботах, понеділках, середах",5:00
